name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
James Jones,19.1,9.4,23.4,12.3,14.7,10.0,0.7,6.7,0.0,19.9,0.0,2.4,6.9,17.2,7.1,12.2
James Washington,10.4,3.7,6.1,4.0,14.8,0.0,0.0,8.2,4.0,1.7,2.9,15.0,10.4,0.0,3.0,0.0
Jamison Crowder,4.4,24.0,8.0,16.6,21.0,13.9,21.6,8.3,9.6,2.1,4.6,19.2,1.7,9.6,25.82,5.1
Jarius Wright,1.9,2.5,4.8,8.4,1.1,1.1,2.2,-0.7,2.6,2.4,0.9,4.9,5.0,1.4,2.4,2.0
Jaron Brown,1.4,1.2,0.0,0.0,4.5,6.5,2.6,16.4,7.5,0.0,0.0,1.1,0.0,1.4,0.0,0.0
Jarrett Boykin,11.3,13.9,1.8,0.0,1.1,1.6,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0
Jarvis Landry,15.2,8.6,6.1,5.6,12.78,10.8,5.5,8.46,7.2,4.4,3.6,24.3,16.44,8.68,15.6,13.9
Jason Avant,0.0,0.0,1.8,6.3,0.0,0.9,2.1,0.0,0.0,3.6,0.0,0.0,0.0,2.2,0.0,2.5
Jason Hill,9.7,8.3,7.3,1.0,4.4,20.3,9.9,8.2,7.0,0.0,6.4,2.7,1.5,7.0,0.0,0.0
Javon Wims,0.0,4.1,3.8,6.6,2.7,0.0,0.0,0.0,0.0,1.3,1.4,1.8,0.2,0.0,0.0,0.0
Jeff Janis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5
Jeremy Kerley,0.0,3.4,2.3,7.5,5.3,8.7,9.1,2.9,6.7,6.2,5.9,13.1,2.7,1.2,0.0,1.7
Jeremy Maclin,2.1,11.2,2.4,7.3,12.6,11.1,1.3,3.6,7.3,12.8,13.8,5.4,1.1,6.1,4.2,2.7
Jeremy Ross,5.1,1.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7
Jerheme Urban ,9.9,3.5,2.4,6.1,2.8,0.6,0.0,0.0,0.0,2.3,0.0,1.1,0.0,0.0,0.6,10.5
Jermaine Kearse,6.7,8.4,0.4,5.0,3.3,1.9,13.9,0.0,4.5,3.5,2.6,15.6,0.0,1.5,1.9,7.5
Jerome Simpson,4.7,2.3,3.4,6.5,0.6,6.4,9.1,12.8,2.4,1.3,4.4,4.9,0.0,0.0,9.0,0.0
Jerrel Jernigan,0.0,1.0,0.0,2.3,0.0,0.0,4.4,0.0,3.1,3.4,0.0,10.2,17.0,29.7,4.3,2.5
Jerricho Cotchery,7.1,4.0,12.5,1.6,3.1,1.8,2.8,9.7,1.6,7.7,9.8,10.1,2.0,6.7,6.0,12.2
Joe Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
John Brown,10.2,30.2,10.9,9.22,4.1,13.4,12.1,16.0,16.2,0.0,6.2,0.0,2.6,13.9,10.2,15.2
Johnnie Lee Higgins,1.7,3.8,9.1,0.7,0.0,0.0,4.8,0.0,0.0,0.0,0.0,4.1,5.7,0.0,0.0,0.0
Johnny Holton,0.0,0.9,0.0,0.4,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0
Johnny Knox,23.2,0.0,7.5,5.5,10.4,6.3,2.7,5.1,6.8,1.9,2.3,17.2,22.5,7.8,5.2,2.0
Jojo Natson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Baldwin,1.2,1.8,1.6,0.0,10.7,0.0,0.0,7.4,0.0,2.9,0.0,1.4,0.0,0.0,0.0,0.0
Jordan Matthews,0.9,3.6,0.0,11.3,5.5,5.2,0.0,6.9,1.1,0.0,2.3,0.0,0.0,1.1,4.2,0.0
Jordan Norwood,5.7,6.3,0.0,3.9,0.0,3.5,3.4,6.4,1.3,1.4,12.6,3.3,0.0,0.0,1.7,2.2
Jordy Nelson,2.6,3.8,4.0,26.3,13.3,12.3,1.6,1.9,2.6,0.0,-0.2,14.7,7.8,11.8,11.0,12.3
Josh Bellamy,0.0,0.0,2.1,1.2,1.3,0.0,2.3,1.1,0.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Josh Cribbs,1.5,1.6,0.3,1.4,1.4,0.0,3.8,0.9,2.52,0.0,0.0,0.0,0.0,0.0,1.3,0.0
Josh Doctson,1.6,5.7,0.0,3.5,5.7,7.4,10.6,12.6,4.7,9.6,6.6,10.4,0.0,4.5,4.3,0.0
Josh Gordon,10.1,9.5,13.3,12.1,2.4,14.8,2.9,11.4,6.1,8.4,1.2,3.7,1.5,1.5,4.4,4.3
Josh Huff,1.6,0.0,3.8,7.2,1.3,0.0,0.0,0.4,4.0,9.0,0.0,5.9,1.4,2.7,0.0,3.4
